SKU_ID,ASIN,Product_Title,Brand,Category,Seller_Name,MRP_INR,Selling_Price_INR,Base_Discount_%,Stock_Quantity,Rating,Total_Reviews,Is_Prime,Product_URL,July_Total_Revenue_INR,July_Order_Count
RKWI-COL-HEA-15443,B0T216GYYN,Colgate Health & Wellness Product (Pack of 2),Colgate,Health & Wellness,RK World InfoCom Private Limited,1930.01,1644.37,14.8,42,4.2,20141,False,https://www.amazon.in/dp/B0T216GYYN,45733.53,5.0
RKWI-VAS-HEA-10781,B0ZR0FCYBR,Vaseline Health & Wellness Product (Pack of 2),Vaseline,Health & Wellness,RK World InfoCom Private Limited,2092.08,1771.99,15.3,23,4.3,1457,True,https://www.amazon.in/dp/B0ZR0FCYBR,45281.73,6.0
RKWI-PON-HOM-14787,B0YPSTKO0I,Pond's Home Care Product (100g),Pond's,Home Care,Appario Retail Private Ltd,2325.56,2018.59,13.2,27,4.7,21325,False,https://www.amazon.in/dp/B0YPSTKO0I,45226.93,5.0
RKWI-ARI-BEA-17417,B0FDMXQQF4,Ariel Beauty & Hygiene Product (Pack of 3),Ariel,Beauty & Hygiene,RK World InfoCom Private Limited,1322.37,1030.13,22.1,28,4.0,24057,False,https://www.amazon.in/dp/B0FDMXQQF4,44637.91,12.0
RKWI-SUR-BAB-10404,B01R5FN3EH,Surf Excel Baby Care Product (Pack of 2),Surf Excel,Baby Care,Appario Retail Private Ltd,2426.13,1839.01,24.2,16,3.8,15536,True,https://www.amazon.in/dp/B01R5FN3EH,44140.3,7.0
RKWI-PON-HOM-17872,B082BRUR1S,Pond's Home Care Product (1L),Pond's,Home Care,RK World InfoCom Private Limited,1834.33,1711.43,6.7,46,4.6,16093,False,https://www.amazon.in/dp/B082BRUR1S,43840.94,10.0
RKWI-L'O-ORA-16503,B0V0BSE8RZ,L'Oreal Oral Care Product (250ml),L'Oreal,Oral Care,RK World InfoCom Private Limited,2479.99,2189.83,11.7,33,3.6,1512,True,https://www.amazon.in/dp/B0V0BSE8RZ,43796.6,6.0
RKWI-COL-ORA-18445,B0BX136878,Colgate Oral Care Product (500g),Colgate,Oral Care,RK World InfoCom Private Limited,2355.81,2162.63,8.2,12,4.4,14470,True,https://www.amazon.in/dp/B0BX136878,43174.979999999996,7.0
RKWI-NIV-ORA-10036,B01B0Z3NX3,Nivea Oral Care Product (Single Unit),Nivea,Oral Care,RK World InfoCom Private Limited,2452.96,2026.14,17.4,47,3.7,19354,True,https://www.amazon.in/dp/B01B0Z3NX3,42548.94,6.0
RKWI-L'O-PER-15649,B0MQ7P2IBL,L'Oreal Personal Care Product (Pack of 3),L'Oreal,Personal Care,Cloudtail India,1793.14,1369.96,23.6,30,4.4,3793,True,https://www.amazon.in/dp/B0MQ7P2IBL,42240.4,8.0
RKWI-DET-BEA-10087,B0OQIVBKV4,Dettol Beauty & Hygiene Product (100g),Dettol,Beauty & Hygiene,RK World InfoCom Private Limited,1713.05,1505.77,12.1,18,4.7,14135,True,https://www.amazon.in/dp/B0OQIVBKV4,41973.68,6.0
RKWI-PON-ORA-13179,B0TZU9QEGU,Pond's Oral Care Product (250ml),Pond's,Oral Care,Appario Retail Private Ltd,2198.42,1824.69,17.0,49,4.4,4709,False,https://www.amazon.in/dp/B0TZU9QEGU,41723.5,7.0
RKWI-PON-BAB-11022,B0L4C0BB6P,Pond's Baby Care Product (1L),Pond's,Baby Care,Appario Retail Private Ltd,1723.24,1483.71,13.9,15,4.4,17742,True,https://www.amazon.in/dp/B0L4C0BB6P,41268.58,7.0
RKWI-PON-HOM-15688,B0RGV7KMJP,Pond's Home Care Product (Pack of 2),Pond's,Home Care,Appario Retail Private Ltd,2199.29,1777.03,19.2,31,4.6,9551,True,https://www.amazon.in/dp/B0RGV7KMJP,41265.380000000005,5.0
RKWI-DOV-BAB-11073,B05LOMZOLM,Dove Baby Care Product (250ml),Dove,Baby Care,RK World InfoCom Private Limited,1725.1,1435.28,16.8,12,4.3,14113,False,https://www.amazon.in/dp/B05LOMZOLM,41236.619999999995,7.0
RKWI-ARI-PER-10546,B0SJXL66YA,Ariel Personal Care Product (Pack of 3),Ariel,Personal Care,Appario Retail Private Ltd,2280.74,2148.46,5.8,36,3.7,12283,True,https://www.amazon.in/dp/B0SJXL66YA,40820.740000000005,9.0
RKWI-VAS-HEA-11845,B0D0H6R7QM,Vaseline Health & Wellness Product (Pack of 2),Vaseline,Health & Wellness,Cloudtail India,1763.22,1331.23,24.5,21,4.2,2182,True,https://www.amazon.in/dp/B0D0H6R7QM,40478.81,6.0
RKWI-DOV-PER-12853,B0WTLBN4DB,Dove Personal Care Product (Pack of 3),Dove,Personal Care,RK World InfoCom Private Limited,1818.77,1429.55,21.4,20,4.5,24597,False,https://www.amazon.in/dp/B0WTLBN4DB,40110.0,10.0
RKWI-ARI-HEA-14291,B0BNGZCW6J,Ariel Health & Wellness Product (100g),Ariel,Health & Wellness,RK World InfoCom Private Limited,2346.66,1994.66,15.0,30,4.6,11252,False,https://www.amazon.in/dp/B0BNGZCW6J,39893.200000000004,8.0
RKWI-HIM-ORA-12524,B02YAQK5FL,Himalaya Oral Care Product (Pack of 2),Himalaya,Oral Care,RK World InfoCom Private Limited,1890.45,1493.46,21.0,13,4.8,5144,True,https://www.amazon.in/dp/B02YAQK5FL,39870.89,7.0
RKWI-VAS-BAB-16039,B00HLN0EZC,Vaseline Baby Care Product (Pack of 2),Vaseline,Baby Care,RK World InfoCom Private Limited,2048.5,1839.55,10.2,48,4.6,7713,True,https://www.amazon.in/dp/B00HLN0EZC,39858.21,6.0
RKWI-SEN-ORA-11627,B0QJI47JWU,Sensodyne Oral Care Product (Pack of 2),Sensodyne,Oral Care,Appario Retail Private Ltd,2309.66,1891.61,18.1,13,4.3,7540,True,https://www.amazon.in/dp/B0QJI47JWU,37832.2,7.0
RKWI-PON-BEA-16738,B0L8ZN4ZYK,Pond's Beauty & Hygiene Product (Pack of 3),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,2019.81,1696.64,16.0,39,4.7,6996,True,https://www.amazon.in/dp/B0L8ZN4ZYK,37823.55,3.0
RKWI-SEN-HEA-17831,B03CAP2E0R,Sensodyne Health & Wellness Product (1L),Sensodyne,Health & Wellness,RK World InfoCom Private Limited,2132.46,1917.08,10.1,35,4.7,6698,True,https://www.amazon.in/dp/B03CAP2E0R,37493.38,5.0
RKWI-ARI-ORA-12803,B0KE94XQFK,Ariel Oral Care Product (250ml),Ariel,Oral Care,RK World InfoCom Private Limited,1662.48,1429.73,14.0,48,4.1,18710,True,https://www.amazon.in/dp/B0KE94XQFK,37172.979999999996,8.0
RKWI-ARI-ORA-18384,B0VWCTINZ5,Ariel Oral Care Product (Single Unit),Ariel,Oral Care,RK World InfoCom Private Limited,2264.61,2128.73,6.0,17,3.9,5782,False,https://www.amazon.in/dp/B0VWCTINZ5,36968.0,5.0
RKWI-COL-PER-18558,B05POCXF3U,Colgate Personal Care Product (1L),Colgate,Personal Care,RK World InfoCom Private Limited,1345.32,1104.51,17.9,16,4.1,1779,True,https://www.amazon.in/dp/B05POCXF3U,36520.38,13.0
RKWI-DET-PER-10455,B00RCTI8F3,Dettol Personal Care Product (500g),Dettol,Personal Care,RK World InfoCom Private Limited,2118.75,1921.71,9.3,28,4.3,5822,True,https://www.amazon.in/dp/B00RCTI8F3,36512.49,8.0
RKWI-DET-HOM-12496,B00EUIQCFX,Dettol Home Care Product (250ml),Dettol,Home Care,RK World InfoCom Private Limited,2244.23,2015.32,10.2,32,4.3,22554,True,https://www.amazon.in/dp/B00EUIQCFX,36275.76,5.0
RKWI-L'O-PER-18679,B03ORYDAS7,L'Oreal Personal Care Product (500g),L'Oreal,Personal Care,RK World InfoCom Private Limited,2204.15,1558.33,29.3,48,3.7,4694,False,https://www.amazon.in/dp/B03ORYDAS7,35841.59,8.0
RKWI-PON-HOM-16475,B0FQ4N84U2,Pond's Home Care Product (500g),Pond's,Home Care,Cloudtail India,2356.85,2104.67,10.7,23,4.5,7162,True,https://www.amazon.in/dp/B0FQ4N84U2,35779.39,7.0
RKWI-NIV-PER-19953,B0M2JDTBA3,Nivea Personal Care Product (100g),Nivea,Personal Care,Appario Retail Private Ltd,2241.1,1633.76,27.1,45,4.1,11777,True,https://www.amazon.in/dp/B0M2JDTBA3,35763.94,5.0
RKWI-NIV-HOM-13675,B0JSRIFVOE,Nivea Home Care Product (500g),Nivea,Home Care,Cocoblu Retail,1304.43,1213.12,7.0,28,3.8,19285,True,https://www.amazon.in/dp/B0JSRIFVOE,35369.86,5.0
RKWI-PON-HEA-10206,B01UU7ZY6T,Pond's Health & Wellness Product (Pack of 3),Pond's,Health & Wellness,Appario Retail Private Ltd,2204.95,1860.98,15.6,23,4.2,843,True,https://www.amazon.in/dp/B01UU7ZY6T,35358.62,7.0
RKWI-HIM-BAB-16928,B02KTMALNC,Himalaya Baby Care Product (500g),Himalaya,Baby Care,RK World InfoCom Private Limited,2238.61,1784.17,20.3,37,4.3,14025,True,https://www.amazon.in/dp/B02KTMALNC,34929.48,5.0
RKWI-SEN-PER-12770,B0PNVWB0B1,Sensodyne Personal Care Product (Pack of 2),Sensodyne,Personal Care,Cocoblu Retail,1751.74,1485.48,15.2,16,4.5,20595,True,https://www.amazon.in/dp/B0PNVWB0B1,34926.0,6.0
RKWI-DOV-PER-13842,B0JWUF29W7,Dove Personal Care Product (100g),Dove,Personal Care,RK World InfoCom Private Limited,2319.67,1751.35,24.5,47,3.6,23488,True,https://www.amazon.in/dp/B0JWUF29W7,34896.93,7.0
RKWI-NIV-HOM-18149,B0EC73N688,Nivea Home Care Product (250ml),Nivea,Home Care,RK World InfoCom Private Limited,2183.76,2048.37,6.2,40,3.8,12816,True,https://www.amazon.in/dp/B0EC73N688,34822.29,5.0
RKWI-DET-ORA-10362,B0XSRQKRST,Dettol Oral Care Product (250ml),Dettol,Oral Care,Appario Retail Private Ltd,2041.76,1664.03,18.5,28,4.8,1050,False,https://www.amazon.in/dp/B0XSRQKRST,34368.07,5.0
RKWI-ARI-BAB-14541,B08HM3DGQC,Ariel Baby Care Product (1L),Ariel,Baby Care,Appario Retail Private Ltd,2203.6,1714.4,22.2,23,4.5,12098,True,https://www.amazon.in/dp/B08HM3DGQC,34288.0,9.0
RKWI-SEN-HEA-15267,B0VQ52IP1W,Sensodyne Health & Wellness Product (Single Unit),Sensodyne,Health & Wellness,RK World InfoCom Private Limited,1627.91,1245.35,23.5,12,4.8,16855,True,https://www.amazon.in/dp/B0VQ52IP1W,34003.9,8.0
RKWI-HIM-PER-12912,B0QTBOFA20,Himalaya Personal Care Product (Pack of 3),Himalaya,Personal Care,RK World InfoCom Private Limited,2099.84,1789.06,14.8,16,4.3,10131,True,https://www.amazon.in/dp/B0QTBOFA20,33992.14,9.0
RKWI-PAM-HEA-18072,B0BZBQSN5M,Pampers Health & Wellness Product (250ml),Pampers,Health & Wellness,Cocoblu Retail,2257.89,1849.21,18.1,46,4.8,23160,True,https://www.amazon.in/dp/B0BZBQSN5M,33518.130000000005,6.0
RKWI-PON-BEA-13404,B0NCMSBWTE,Pond's Beauty & Hygiene Product (500g),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,2391.82,1710.15,28.5,12,4.2,3651,True,https://www.amazon.in/dp/B0NCMSBWTE,33490.16,7.0
RKWI-PAM-BAB-13345,B0FCI5BY2B,Pampers Baby Care Product (1L),Pampers,Baby Care,RK World InfoCom Private Limited,1654.93,1358.7,17.9,26,4.2,20312,True,https://www.amazon.in/dp/B0FCI5BY2B,32563.02,7.0
RKWI-COL-HEA-19024,B0L6QKLRYP,Colgate Health & Wellness Product (500g),Colgate,Health & Wellness,Appario Retail Private Ltd,2250.14,1649.35,26.7,41,4.0,18498,True,https://www.amazon.in/dp/B0L6QKLRYP,32517.1,6.0
RKWI-SEN-PER-18803,B0FEW7MVPW,Sensodyne Personal Care Product (500g),Sensodyne,Personal Care,RK World InfoCom Private Limited,2164.33,2032.31,6.1,46,4.3,20912,True,https://www.amazon.in/dp/B0FEW7MVPW,32516.96,5.0
RKWI-DOV-PER-17201,B03J5UCFBY,Dove Personal Care Product (1L),Dove,Personal Care,RK World InfoCom Private Limited,2061.85,1624.74,21.2,44,4.6,379,True,https://www.amazon.in/dp/B03J5UCFBY,32494.800000000003,7.0
RKWI-ARI-PER-14056,B0EHAMSXAA,Ariel Personal Care Product (1L),Ariel,Personal Care,RK World InfoCom Private Limited,1186.22,1081.83,8.8,30,4.7,5658,True,https://www.amazon.in/dp/B0EHAMSXAA,32410.379999999997,9.0
RKWI-ARI-HOM-10818,B04EBC94E6,Ariel Home Care Product (Single Unit),Ariel,Home Care,RK World InfoCom Private Limited,1017.17,890.02,12.5,34,3.9,6526,True,https://www.amazon.in/dp/B04EBC94E6,32383.379999999997,8.0
RKWI-VAS-BEA-11897,B08QW8NZUE,Vaseline Beauty & Hygiene Product (Pack of 2),Vaseline,Beauty & Hygiene,RK World InfoCom Private Limited,1521.82,1381.81,9.2,47,4.0,3951,False,https://www.amazon.in/dp/B08QW8NZUE,31705.269999999997,6.0
RKWI-HIM-BAB-18216,B0USG46CHH,Himalaya Baby Care Product (Single Unit),Himalaya,Baby Care,Appario Retail Private Ltd,1971.16,1385.73,29.7,11,3.8,14744,True,https://www.amazon.in/dp/B0USG46CHH,31452.57,6.0
RKWI-DET-HOM-10727,B05RGOI9WM,Dettol Home Care Product (500g),Dettol,Home Care,Appario Retail Private Ltd,1903.36,1558.85,18.1,30,4.7,2010,False,https://www.amazon.in/dp/B05RGOI9WM,31177.0,8.0
RKWI-SEN-ORA-12459,B0TTTQWH40,Sensodyne Oral Care Product (100g),Sensodyne,Oral Care,RK World InfoCom Private Limited,1583.25,1146.27,27.6,36,4.6,17813,True,https://www.amazon.in/dp/B0TTTQWH40,31057.1,6.0
RKWI-ARI-HOM-11523,B06W3CO8PE,Ariel Home Care Product (Single Unit),Ariel,Home Care,Appario Retail Private Ltd,2324.95,1718.14,26.1,33,4.7,3216,True,https://www.amazon.in/dp/B06W3CO8PE,30926.52,8.0
RKWI-SUR-HEA-14957,B04BMX2ZFO,Surf Excel Health & Wellness Product (Pack of 3),Surf Excel,Health & Wellness,RK World InfoCom Private Limited,1144.76,950.15,17.0,48,4.3,19190,False,https://www.amazon.in/dp/B04BMX2ZFO,30844.88,6.0
RKWI-PAM-PER-12732,B0EX324GSY,Pampers Personal Care Product (500g),Pampers,Personal Care,Appario Retail Private Ltd,2196.3,1710.92,22.1,38,4.8,8448,True,https://www.amazon.in/dp/B0EX324GSY,30796.56,8.0
RKWI-PON-BEA-13529,B0YIKPD4LM,Pond's Beauty & Hygiene Product (250ml),Pond's,Beauty & Hygiene,Appario Retail Private Ltd,2101.78,1860.08,11.5,40,4.6,14408,True,https://www.amazon.in/dp/B0YIKPD4LM,30246.04,8.0
RKWI-ARI-HEA-13356,B0YNT5RIRY,Ariel Health & Wellness Product (250ml),Ariel,Health & Wellness,RK World InfoCom Private Limited,2129.41,1763.15,17.2,25,4.8,20795,True,https://www.amazon.in/dp/B0YNT5RIRY,29973.55,7.0
RKWI-PAM-HEA-18305,B0RHOVOG9K,Pampers Health & Wellness Product (250ml),Pampers,Health & Wellness,RK World InfoCom Private Limited,1433.6,1123.94,21.6,14,3.6,10406,True,https://www.amazon.in/dp/B0RHOVOG9K,29780.420000000002,8.0
RKWI-PON-HEA-18520,B0V5BP10TW,Pond's Health & Wellness Product (500g),Pond's,Health & Wellness,Appario Retail Private Ltd,1773.28,1388.48,21.7,26,3.5,12837,True,https://www.amazon.in/dp/B0V5BP10TW,29622.16,5.0
RKWI-ARI-BEA-13161,B0A1GQE1IE,Ariel Beauty & Hygiene Product (500g),Ariel,Beauty & Hygiene,Cloudtail India,2335.9,1840.69,21.2,36,4.2,13457,False,https://www.amazon.in/dp/B0A1GQE1IE,29451.04,6.0
RKWI-ARI-ORA-14708,B0UJQ9KVX7,Ariel Oral Care Product (750ml),Ariel,Oral Care,RK World InfoCom Private Limited,2235.16,1636.14,26.8,49,3.8,18363,True,https://www.amazon.in/dp/B0UJQ9KVX7,29450.52,6.0
RKWI-PON-PER-16872,B097IDADPW,Pond's Personal Care Product (500g),Pond's,Personal Care,Appario Retail Private Ltd,1898.25,1400.91,26.2,47,4.5,2936,True,https://www.amazon.in/dp/B097IDADPW,29419.11,8.0
RKWI-PAM-HOM-18523,B0XNLJNRAM,Pampers Home Care Product (750ml),Pampers,Home Care,RK World InfoCom Private Limited,1407.22,1072.3,23.8,40,4.1,1767,True,https://www.amazon.in/dp/B0XNLJNRAM,29375.25,7.0
RKWI-L'O-HEA-18728,B08LBZ0HCM,L'Oreal Health & Wellness Product (100g),L'Oreal,Health & Wellness,RK World InfoCom Private Limited,1986.4,1765.91,11.1,36,3.8,7272,True,https://www.amazon.in/dp/B08LBZ0HCM,29123.28,4.0
RKWI-NIV-PER-19476,B0QAEOVZVF,Nivea Personal Care Product (500g),Nivea,Personal Care,Cocoblu Retail,2032.29,1477.47,27.3,17,3.8,5210,True,https://www.amazon.in/dp/B0QAEOVZVF,29116.44,5.0
RKWI-VAS-ORA-14534,B0BLBK6HD6,Vaseline Oral Care Product (750ml),Vaseline,Oral Care,RK World InfoCom Private Limited,1602.11,1350.58,15.7,38,4.6,3460,True,https://www.amazon.in/dp/B0BLBK6HD6,29086.78,9.0
RKWI-DOV-HEA-11337,B0DHDDCIRO,Dove Health & Wellness Product (750ml),Dove,Health & Wellness,Cloudtail India,1614.14,1152.5,28.6,25,4.2,17988,True,https://www.amazon.in/dp/B0DHDDCIRO,29055.489999999998,7.0
RKWI-SEN-BAB-13322,B0EB42WQK2,Sensodyne Baby Care Product (Pack of 3),Sensodyne,Baby Care,Appario Retail Private Ltd,1087.61,939.7,13.6,12,3.6,9654,True,https://www.amazon.in/dp/B0EB42WQK2,28799.600000000002,10.0
RKWI-ARI-PER-19050,B0FXU8OW9B,Ariel Personal Care Product (Pack of 3),Ariel,Personal Care,Cloudtail India,1594.9,1293.46,18.9,22,4.1,23099,True,https://www.amazon.in/dp/B0FXU8OW9B,28456.120000000003,8.0
RKWI-NIV-HEA-12879,B0K3X5ZN9C,Nivea Health & Wellness Product (1L),Nivea,Health & Wellness,Appario Retail Private Ltd,2187.34,1579.26,27.8,42,4.2,10886,True,https://www.amazon.in/dp/B0K3X5ZN9C,28426.68,5.0
RKWI-PON-PER-13958,B0NMIHIE23,Pond's Personal Care Product (Single Unit),Pond's,Personal Care,Appario Retail Private Ltd,2084.16,1752.78,15.9,35,4.9,2840,True,https://www.amazon.in/dp/B0NMIHIE23,28214.52,4.0
RKWI-NIV-BAB-19398,B0WNRIUYVP,Nivea Baby Care Product (Pack of 2),Nivea,Baby Care,RK World InfoCom Private Limited,2040.43,1538.48,24.6,45,3.7,10735,True,https://www.amazon.in/dp/B0WNRIUYVP,27692.64,6.0
RKWI-PON-ORA-10383,B0UB7QMVY2,Pond's Oral Care Product (Pack of 2),Pond's,Oral Care,RK World InfoCom Private Limited,1801.96,1347.87,25.2,15,3.9,20319,True,https://www.amazon.in/dp/B0UB7QMVY2,27517.01,5.0
RKWI-L'O-BAB-10295,B0R5LL1D9S,L'Oreal Baby Care Product (1L),L'Oreal,Baby Care,RK World InfoCom Private Limited,2481.53,2230.9,10.1,47,4.1,23400,False,https://www.amazon.in/dp/B0R5LL1D9S,27249.25,3.0
RKWI-COL-BEA-10558,B0JEQVVIAA,Colgate Beauty & Hygiene Product (750ml),Colgate,Beauty & Hygiene,RK World InfoCom Private Limited,1978.93,1595.02,19.4,14,4.8,9333,True,https://www.amazon.in/dp/B0JEQVVIAA,27233.98,5.0
RKWI-PAM-HEA-18733,B0M3BOJ340,Pampers Health & Wellness Product (750ml),Pampers,Health & Wellness,Cocoblu Retail,1406.88,1240.87,11.8,14,3.9,14139,False,https://www.amazon.in/dp/B0M3BOJ340,26815.109999999997,7.0
RKWI-NIV-ORA-11052,B0NRY632II,Nivea Oral Care Product (500g),Nivea,Oral Care,RK World InfoCom Private Limited,1123.37,924.53,17.7,45,4.2,3017,False,https://www.amazon.in/dp/B0NRY632II,26811.37,10.0
RKWI-ARI-BEA-15036,B0D6IJQADH,Ariel Beauty & Hygiene Product (100g),Ariel,Beauty & Hygiene,Appario Retail Private Ltd,2467.21,2245.16,9.0,24,4.5,9679,True,https://www.amazon.in/dp/B0D6IJQADH,26537.93,4.0
RKWI-L'O-BAB-14359,B0OGLIJC51,L'Oreal Baby Care Product (250ml),L'Oreal,Baby Care,Cocoblu Retail,2400.4,2177.16,9.3,44,3.6,18456,True,https://www.amazon.in/dp/B0OGLIJC51,26125.92,6.0
RKWI-L'O-PER-14743,B08SZMSJKJ,L'Oreal Personal Care Product (500g),L'Oreal,Personal Care,RK World InfoCom Private Limited,1672.29,1237.49,26.0,26,3.9,17438,True,https://www.amazon.in/dp/B08SZMSJKJ,26070.17,5.0
RKWI-DOV-ORA-18985,B03PBSMJ9X,Dove Oral Care Product (100g),Dove,Oral Care,RK World InfoCom Private Limited,1913.92,1712.96,10.5,48,4.3,9796,False,https://www.amazon.in/dp/B03PBSMJ9X,25694.4,6.0
RKWI-SUR-ORA-18670,B0COA14PFX,Surf Excel Oral Care Product (100g),Surf Excel,Oral Care,RK World InfoCom Private Limited,2316.98,1696.03,26.8,26,4.7,19062,True,https://www.amazon.in/dp/B0COA14PFX,25440.45,6.0
RKWI-VAS-BEA-15241,B0NDPVSA3X,Vaseline Beauty & Hygiene Product (100g),Vaseline,Beauty & Hygiene,RK World InfoCom Private Limited,2074.78,1815.43,12.5,39,3.8,22129,False,https://www.amazon.in/dp/B0NDPVSA3X,25416.02,6.0
RKWI-PAM-PER-11239,B0VYX9D18K,Pampers Personal Care Product (1L),Pampers,Personal Care,Appario Retail Private Ltd,2473.96,1979.17,20.0,29,3.7,11771,True,https://www.amazon.in/dp/B0VYX9D18K,24670.39,5.0
RKWI-PON-PER-11884,B0LA6M04YP,Pond's Personal Care Product (500g),Pond's,Personal Care,RK World InfoCom Private Limited,1268.83,1069.62,15.7,12,3.9,2505,True,https://www.amazon.in/dp/B0LA6M04YP,24601.26,8.0
RKWI-DET-HEA-11830,B06IXAQ7NX,Dettol Health & Wellness Product (250ml),Dettol,Health & Wellness,RK World InfoCom Private Limited,1028.05,930.39,9.5,47,4.3,12938,True,https://www.amazon.in/dp/B06IXAQ7NX,24372.33,11.0
RKWI-NIV-PER-14455,B0PM1OY48F,Nivea Personal Care Product (500g),Nivea,Personal Care,Cloudtail India,902.63,719.4,20.3,35,4.5,501,False,https://www.amazon.in/dp/B0PM1OY48F,24157.32,11.0
RKWI-L'O-PER-13893,B0N1MEUW45,L'Oreal Personal Care Product (500g),L'Oreal,Personal Care,RK World InfoCom Private Limited,1311.27,1205.06,8.1,23,4.6,13261,True,https://www.amazon.in/dp/B0N1MEUW45,23996.559999999998,7.0
RKWI-NIV-ORA-14327,B0JDKOUOTP,Nivea Oral Care Product (250ml),Nivea,Oral Care,Cocoblu Retail,2086.98,1661.24,20.4,37,3.7,10502,True,https://www.amazon.in/dp/B0JDKOUOTP,23965.6,3.0
RKWI-COL-BEA-14407,B0W7C5I8H9,Colgate Beauty & Hygiene Product (100g),Colgate,Beauty & Hygiene,Cocoblu Retail,1964.36,1483.09,24.5,17,4.8,19035,True,https://www.amazon.in/dp/B0W7C5I8H9,23729.440000000002,7.0
RKWI-DOV-ORA-16504,B0CAU0TTRM,Dove Oral Care Product (250ml),Dove,Oral Care,RK World InfoCom Private Limited,2189.06,1582.69,27.7,39,3.7,13180,True,https://www.amazon.in/dp/B0CAU0TTRM,23658.16,3.0
