ASIN,Title,Price_INR,MRP_INR,Rating,Total_Reviews,Seller,Product_URL
B0GXWCJX3V,STELLAR DRIVE Car Mobile Holder | Strong Suction Dashboard Windshield Phone Mount with Telescopic Arm & 360° Rotation | Universal Car Phone Holder for 4.7–7 Inch Smartphones | XH-05-Road Grip,699,999,5.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDI2OTE5NzA2MjgxMDM3OjE3ODUzNDY2MDY6c3BfYXRmX25leHQ6MzAxMjAyNjM3MjY2MzMyOjowOjo&url=%2FSTELLAR-DRIVE-Smartphones-XH-05-Road-Grip%2Fdp%2FB0GXWCJX3V%2Fref%3Dsr_1_19_sspa%3Fkeywords%3DRKWI%2Bmobile%2Baccessories%26qid%3D1785346606%26sr%3D8-19-spons%26aref%3DhZUpztXiAz%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=hZUpztXiAz&sp_cr=ZAZ
B0H2TNPVVD,"ZORBES® Car Tablet & Phone Mount Holder for 5-15 Inch Device 360° Rotating Suction Cup Phone Mount with Flexible Gooseneck Arm, Strong Vacuum Suction Cup for Dashboard/Windshield Mount",799,1263,,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODc1NjQ5Mzc4ODUzNDc3OjE3ODUzNDY2MTA6c3BfYXRmX25leHQ6MzAxMTY0MDU5NTk2ODMyOjowOjo&url=%2FRotating-Flexible-Gooseneck-Dashboard-Windshield%2Fdp%2FB0H2TNPVVD%2Fref%3Dsr_1_33_sspa%3Fkeywords%3DRKWI%2Bmobile%2Baccessories%26qid%3D1785346610%26sr%3D8-33-spons%26aref%3Dy0fSTYqTW9%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=y0fSTYqTW9&sp_cr=ZAZ
B0DGQJ9GRY,"Giftana Personalized Mobile Stand Holder with Name, Customized Mobile Holder for Desk,Office, Customised Mobile Stand for Table, Personalised Secret Santa Corporate Gift for Employee (Black,Golden)",549,999,5.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODc1NjQ5Mzc4ODUzNDc3OjE3ODUzNDY2MTA6c3BfbXRmOjMwMTA0ODE4NDg0NjAzMjo6MDo6&url=%2FGiftana-Personalized-Customized-Customised-Personalised%2Fdp%2FB0DGQJ9GRY%2Fref%3Dsr_1_36_sspa%3Fkeywords%3DRKWI%2Bmobile%2Baccessories%26qid%3D1785346610%26sr%3D8-36-spons%26aref%3DhcrJ3WlgyN%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=hcrJ3WlgyN&sp_cr=ZAZ
B0H164H7BM,Cute Phone Charm for Smartphones with 360° Rotatable Phone Tether – Aesthetic Hanging Mobile Accessory for Girls & Teens – Multiple Designs,299,499,5.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODc1NjQ5Mzc4ODUzNDc3OjE3ODUzNDY2MTA6c3BfbXRmOjMwMTE5NTE0MjM0OTYzMjo6MDo6&url=%2FPhone-Charm-Smartphones-Rotatable-Tether%2Fdp%2FB0H164H7BM%2Fref%3Dsr_1_37_sspa%3Fkeywords%3DRKWI%2Bmobile%2Baccessories%26qid%3D1785346610%26sr%3D8-37-spons%26aref%3DJNRyKFU1AW%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=JNRyKFU1AW&sp_cr=ZAZ
B0GDV9QQCC,Cute Handmade Beaded Flower Phone Charm with 360° Rotatable Phone Tether – Kawaii Mobile Accessory for Girls & Women,299,499,5.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODc1NjQ5Mzc4ODUzNDc3OjE3ODUzNDY2MTA6c3BfbXRmOjMwMDk2NDg1MzQ2NTMzMjo6MDo6&url=%2FHandmade-Beaded-Flower-Accessory-Decorative%2Fdp%2FB0GDV9QQCC%2Fref%3Dsr_1_38_sspa%3Fkeywords%3DRKWI%2Bmobile%2Baccessories%26qid%3D1785346610%26sr%3D8-38-spons%26aref%3DShsQSlcsPA%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=ShsQSlcsPA&sp_cr=ZAZ
B0GYM2KKNG,Universal F6 Magnetic Mobile Phone Holder Car Dashboard Worlds Strongest and Safest Magnets for Car Bike Scooter Desk Office Home.,199,19900,,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODc1NjQ5Mzc4ODUzNDc3OjE3ODUzNDY2MTA6c3BfbXRmOjMwMTE0ODA5OTMzOTczMjo6MDo6&url=%2FUniversal-Magnetic-Dashboard-Strongest-Magnets%2Fdp%2FB0GYM2KKNG%2Fref%3Dsr_1_39_sspa%3Fkeywords%3DRKWI%2Bmobile%2Baccessories%26qid%3D1785346610%26sr%3D8-39-spons%26aref%3Db77UvfE5aG%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=b77UvfE5aG&sp_cr=ZAZ
B0G6S5Q1LG,"Cute Bow Design Phone Charm with 360° Rotatable Phone Tether, Decorative Mobile Accessory with Heart and Flower Beads, Keychain Attachment",246,499,3.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODc1NjQ5Mzc4ODUzNDc3OjE3ODUzNDY2MTA6c3BfbXRmOjMwMDk2NDgwMjgwODUzMjo6MDo6&url=%2FDesign-Decorative-Accessory-Keychain-Attachment%2Fdp%2FB0G6S5Q1LG%2Fref%3Dsr_1_40_sspa%3Fkeywords%3DRKWI%2Bmobile%2Baccessories%26qid%3D1785346610%26sr%3D8-40-spons%26aref%3DT6Y4jBx2Bk%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=T6Y4jBx2Bk&sp_cr=ZAZ
B0H164Q61P,Cute Phone Charm for Smartphones with 360° Rotatable Phone Tether – Aesthetic Hanging Mobile Accessory for Girls & Teens – Multiple Designs,299,499,5.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTg3NTQwMTQwOTY3NzgzOjE3ODUzNDY2MTU6c3BfbXRmOjMwMTE5NTE0MjM0OTczMjo6MDo6&url=%2FPhone-Charm-Smartphones-Rotatable-Tether%2Fdp%2FB0H164Q61P%2Fref%3Dsr_1_54_sspa%3Fkeywords%3DRKWI%2Bmobile%2Baccessories%26qid%3D1785346614%26sr%3D8-54-spons%26aref%3DshFPyTJPrO%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=shFPyTJPrO&sp_cr=ZAZ
B0GG5PRTN9,Cute Phone Charm for Smartphones with 360° Rotatable Phone Tether – Aesthetic Hanging Mobile Accessory for Girls & Teens – Multiple Designs,246,499,5.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Njg0NDE4Nzc3NzIyODIxOjE3ODUzNDY2NTc6c3BfYXRmX25leHQ6MzAwOTY0ODAyODA4NDMyOjowOjo&url=%2FCute-Phone-Charm-Smartphones-Aesthetic%2Fdp%2FB0GG5PRTN9%2Fref%3Dsr_1_195_sspa%3Fkeywords%3DRKWI%2Bmobile%2Baccessories%26qid%3D1785346656%26sr%3D8-195-spons%26aref%3DxDT20J2ru4%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=xDT20J2ru4&sp_cr=ZAZ
B0FL7QGK24,"Calion 7.5kW Portable EV Charger | 32A, 1 Phase, 5m TPU Cable | IP65 | Carry Bag+Holder Clips+CEE Socket | Ultra Light | LED Indicator | 10+ Advanced Safety Features | 5Yr Warranty",22999,2299900,5.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjAzMzQ0NTc2MzQ1NTM1OjE3ODUzNDY2OTQ6c3BfYXRmOjMwMDczNDYwNzgxOTMzMjo6MDo6&url=%2FPortable-Charger-Indicator-Advanced-Features%2Fdp%2FB0FL7QGK24%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY%26dib_tag%3Dse%26keywords%3DRKWI%2Bcharger%26qid%3D1785346693%26sr%3D8-1-spons%26aref%3Dmecnp0B8sf%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=mecnp0B8sf&sp_cr=ZAZ
B0F62WHB8S,"BAVE 100W SuperVOOC Fast Charger with USB-A to Type-C Cable | Compatible with OnePlus, Oppo, Realme, Honor, Redmi, Xiaomi, Poco & USB-C Devices | Supports Dash, Dart, Warp, VOOC & SuperVOOC Charging",645,1599,4.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjAzMzQ0NTc2MzQ1NTM1OjE3ODUzNDY2OTQ6c3BfYXRmOjMwMDU3NDIyNjQxNDUzMjo6MDo6&url=%2FBAVE-Supervooc-Ultra-Fast-Charging-Supports%2Fdp%2FB0F62WHB8S%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY%26dib_tag%3Dse%26keywords%3DRKWI%2Bcharger%26qid%3D1785346693%26sr%3D8-2-spons%26aref%3DsoD1nrs7C5%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=soD1nrs7C5&sp_cr=ZAZ
B0DRFT38ZG,DECODIY Multiple 5 in 1 Universal Multi Pin Charger with Cable (6 Month Warranty) (1),299,999,2.7,6,RK World InfoCom Private Limited,https://www.amazon.in/DECODIY-Multiple-Universal-Charger-Warranty/dp/B0DRFT38ZG/ref=sr_1_3?dib=eyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY&dib_tag=se&keywords=RKWI+charger&qid=1785346693&sr=8-3
B093YZKRBY,"Fast Charger for Mi Xiaomi Redmi 5 Pro/6 Pro/Redmi 5, Redmi 4, Note 5, Redmi 7, Redmi 6 Compatible Like Standard Travel Adapter with Fast Charging Data Cable (2.4 Ampere, Black)",309,799,3.6,162,RK World InfoCom Private Limited,https://www.amazon.in/bArrett-Fast-Adapter-Charger-Charging/dp/B093YZKRBY/ref=sr_1_4?dib=eyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY&dib_tag=se&keywords=RKWI+charger&qid=1785346693&sr=8-4
B0FNLRXG48,"30W Fast Charger | USB C PD Wall Adapter + QC 3.0 USB A | Adjustable Night Light with Dual Port Charging | Compatible with iPhone 17,16/15/14/13,Samsung Galaxy S26/S25/S24/S23,OnePlus, MI & Android",616,1499,4.3,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjAzMzQ0NTc2MzQ1NTM1OjE3ODUzNDY2OTQ6c3BfbXRmOjMwMDcxMDMxMTU2NzYzMjo6MDo6&url=%2FCharger-Adapter-Adjustable-Charging-Compatible%2Fdp%2FB0FNLRXG48%2Fref%3Dsr_1_5_sspa%3Fdib%3DeyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY%26dib_tag%3Dse%26keywords%3DRKWI%2Bcharger%26qid%3D1785346693%26sr%3D8-5-spons%26aref%3DcWY2VE8xuQ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=cWY2VE8xuQ&sp_cr=ZAZ
B0FHDJ1N9W,"80W SUPERVOOC Fast Charger with Type-C Cable | 80W USB Charger for OnePlus, Realme, Oppo, Redmi, Xiaomi, Poco, iQOO, Samsung & More | Supports Dart, Dash, Warp, Vooc, SuperVooc, QC 3.0 Charge (Combo)",599,1999,3.4,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjAzMzQ0NTc2MzQ1NTM1OjE3ODUzNDY2OTQ6c3BfbXRmOjMwMDkwNjEzNzI0MDIzMjo6MDo6&url=%2FSUPERVOOC-Charger-OnePlus-Supports-SuperVooc%2Fdp%2FB0FHDJ1N9W%2Fref%3Dsr_1_6_sspa%3Fdib%3DeyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY%26dib_tag%3Dse%26keywords%3DRKWI%2Bcharger%26qid%3D1785346693%26sr%3D8-6-spons%26aref%3D2YnZ1Zepaj%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=2YnZ1Zepaj&sp_cr=ZAZ
B00TGUX8T0,Portronics POR 343 UFO USB Home Charger 6 Ports 8A Charging Station for Smartphones and Tablets - White,599,1299,4.0,73,RK World InfoCom Private Limited,https://www.amazon.in/Portronics-POR-343-Charging-Station/dp/B00TGUX8T0/ref=sr_1_7?dib=eyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY&dib_tag=se&keywords=RKWI+charger&qid=1785346693&sr=8-7
B08QFXPGJD,"RD Accesssories Compatible Single USB Charger,White",250,399,5.0,1,RK World InfoCom Private Limited,https://www.amazon.in/Accesssories-Compatible-Single-Charger-White/dp/B08QFXPGJD/ref=sr_1_8?dib=eyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY&dib_tag=se&keywords=RKWI+charger&qid=1785346693&sr=8-8
B0H457NJKP,"Fast Charger 85W SuperVOOC Charger with Type-C Cable | Ultra-Fast Charging, Supports Warp, Dart, Dash & SuperDart, Charger + Cable Combo",699,899,,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjAzMzQ0NTc2MzQ1NTM1OjE3ODUzNDY2OTQ6c3BfbXRmOjMwMTIxOTk1MTc2MDAzMjo6MDo6&url=%2FCharger-85W-SuperVOOC-Type-C-Cable%2Fdp%2FB0H457NJKP%2Fref%3Dsr_1_9_sspa%3Fdib%3DeyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY%26dib_tag%3Dse%26keywords%3DRKWI%2Bcharger%26qid%3D1785346693%26sr%3D8-9-spons%26aref%3DTsT8M4EUnx%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=TsT8M4EUnx&sp_cr=ZAZ
B0H41HFSRL,Original 25 Watt Charger for Samsung Galaxy S23 Ultra/S23 /S23+| Note 20/S21/S21+/S20 Ultra/S20/S20+/S20 Ultra/S20 FE 5G/S22/S22+/S22 Ultra| Note 10/10+ 5G/- White BVC556T,999,2499,,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjAzMzQ0NTc2MzQ1NTM1OjE3ODUzNDY2OTQ6c3BfbXRmOjMwMTE4NzUzODExMDkzMjo6MDo6&url=%2FOriginal-Charger-Samsung-Galaxy-BVC556T%2Fdp%2FB0H41HFSRL%2Fref%3Dsr_1_10_sspa%3Fdib%3DeyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY%26dib_tag%3Dse%26keywords%3DRKWI%2Bcharger%26qid%3D1785346693%26sr%3D8-10-spons%26aref%3DIxM42kBoy1%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=IxM42kBoy1&sp_cr=ZAZ
B0DY4ZRVGS,5 in 1 Universal Multi Pin Charger with Cable,229,22900,2.6,3,RK World InfoCom Private Limited,https://www.amazon.in/RF-REDFOXX-Universal-Multi-Charger/dp/B0DY4ZRVGS/ref=sr_1_11?dib=eyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY&dib_tag=se&keywords=RKWI+charger&qid=1785346693&sr=8-11
B0G82BD9NS,romitaz Parent Charger new02 (rom-01),1999,2999,,19991999299929992999,RK World InfoCom Private Limited,https://www.amazon.in/romitaz-Parent-Charger-new02-rom-01/dp/B0G82BD9NS/ref=sr_1_12?dib=eyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY&dib_tag=se&keywords=RKWI+charger&qid=1785346693&sr=8-12
B0F1XSBN9Q,"littlelucky 2 Pack Magnetic Replacement Charger Cable 6MM Calibre USB-A & USB-C to Magnetic Cord DC for Rose Tool, 2.62FT Cable, 5V/1A Charger for Wand Massagers and Electronics",1764,,4.2,227,RK World InfoCom Private Limited,https://www.amazon.in/littlelucky-Magnetic-Replacement-Massagers-Electronics/dp/B0F1XSBN9Q/ref=sr_1_13?dib=eyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY&dib_tag=se&keywords=RKWI+charger&qid=1785346693&sr=8-13
B01KS77FNO,Kastar Rechargeable USB Charger for KLIC-5001-2 KLIC-5001 K5001,5218,7390,4.5,16,RK World InfoCom Private Limited,https://www.amazon.in/Kastar-Rechargeable-Charger-KLIC-5001-2-KLIC-5001/dp/B01KS77FNO/ref=sr_1_14?dib=eyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY&dib_tag=se&keywords=RKWI+charger&qid=1785346693&sr=8-14
B0FFSMYC1C,"Universal Replacement Rose Charger,Standing Magnetic Adapter USB Charger Cable for Rose Wand (2)",4344,9306,3.9,60,RK World InfoCom Private Limited,https://www.amazon.in/BaiWeiDun-Universal-Replacement-Standing-Magnetic/dp/B0FFSMYC1C/ref=sr_1_15?dib=eyJ2IjoiMSJ9.fHn1GhlOBiYBzMtp4uEnWlErscA9pJ6sTS_haxR29rdfrZJLu1Ik5QLfjH5AKsmhHnIuQlx5BOvUueZY1lpu-0X3UTL7TMQuzkuvMSMhOATl7U1mtBr4ZxvR9suqjHKIXeJVhnrAXGfi0I1tSoLGTQ.KAoWQMnduX49NL0KZi_UMZFlfamLO_0jNG9hgXt9PbY&dib_tag=se&keywords=RKWI+charger&qid=1785346693&sr=8-15
B0GYY1B8TZ,"UltraProlink Boost 45W GaN Charger, Dual USB-C Ports, Multi-Protocol Fast Charger with 1m Type-C Cable, AVS, PD 3.1 PPS, SFC 2.0, SuperVOOC Support for iPhone,Samsung,Pixel,OnePlus,Oppo, UM1342, White",1599,2999,,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzkzNTAwMjE0OTg4NTU3OjE3ODUzNDY2OTg6c3BfYXRmX25leHQ6MzAxMTUzMjM0Njk5OTMyOjowOjo&url=%2FUltraProlink-Charger-Multi-Protocol-SuperVOOC-UM1342%2Fdp%2FB0GYY1B8TZ%2Fref%3Dsr_1_18_sspa%3Fkeywords%3DRKWI%2Bcharger%26qid%3D1785346697%26sr%3D8-18-spons%26aref%3Dwh4lIsQVH5%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=wh4lIsQVH5&sp_cr=ZAZ
B0DFMGB3KH,"22kW EV Charger, 32A, 3 Phase, 5m TPU Cable, Large Touch Screen, Adjustable Amps, Wi-FI, BT, RFID,Emergency Switch, OTA Update, IP65, Built-in RCD, 5 Years Warranty*",34999,55000,5.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzkzNTAwMjE0OTg4NTU3OjE3ODUzNDY2OTg6c3BfYXRmX25leHQ6MzAwMzE3Mjc0NjUwMDMyOjowOjo&url=%2FStromPuls-Charger-Ajdustable-Blutooth-Certified%2Fdp%2FB0DFMGB3KH%2Fref%3Dsr_1_19_sspa%3Fkeywords%3DRKWI%2Bcharger%26qid%3D1785346697%26sr%3D8-19-spons%26aref%3D1aEGWvOA36%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=1aEGWvOA36&sp_cr=ZAZ
B0GC7X7PM6,"Noise GaN Charger 100W + 4-in-1 100W Braided Cable (1M) : 4 Ports (3 USB-C Type, 1 USB-A), Super Fast Charging, Supports All iPhones, Android (Black)",4399,6298,3.9,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzkzNTAwMjE0OTg4NTU3OjE3ODUzNDY2OTg6c3BfbXRmOjMwMDkwNjE2MDA1NDUzMjo6MDo6&url=%2FNoise-Charger-100W-Braided-Cable%2Fdp%2FB0GC7X7PM6%2Fref%3Dsr_1_20_sspa%3Fkeywords%3DRKWI%2Bcharger%26qid%3D1785346697%26sr%3D8-20-spons%26aref%3D49TfUmjODS%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=49TfUmjODS&sp_cr=ZAZ
B0GVBMYJV7,"80W Flash Charge Adapter & Cable Compatible with iq00 Neo 10R, Z9 Series & Neo 9 Series | Fast Charging | Durable Design",998,2999,,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzkzNTAwMjE0OTg4NTU3OjE3ODUzNDY2OTg6c3BfbXRmOjMwMTA4MDE3NjMzMTUzMjo6MDo6&url=%2FCharge-Adapter-Compatible-Charging-Durable%2Fdp%2FB0GVBMYJV7%2Fref%3Dsr_1_21_sspa%3Fkeywords%3DRKWI%2Bcharger%26qid%3D1785346697%26sr%3D8-21-spons%26aref%3DMs5wQ7RZkR%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=Ms5wQ7RZkR&sp_cr=ZAZ
B0FM9XHH8P,"OrignaI 80W Charger Compatible with vi-vo V30, vi.vo V29, V30 Pro, vi.vo X80 5G, viv.o X80 Pro, Adapter and Cable",1299,129900,,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzkzNTAwMjE0OTg4NTU3OjE3ODUzNDY2OTg6c3BfbXRmOjMwMTA4MDE3NjMzMjczMjo6MDo6&url=%2FOrignaI-Charger-Compatible-vi-vo-Adapter%2Fdp%2FB0FM9XHH8P%2Fref%3Dsr_1_22_sspa%3Fkeywords%3DRKWI%2Bcharger%26qid%3D1785346697%26sr%3D8-22-spons%26aref%3Dbj2WbPS4Vs%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=bj2WbPS4Vs&sp_cr=ZAZ
B0FY3299B2,"Ambrane 45W Fast Type C Charger Adapter for Mobiles & Type C Laptops, Small Size, GaN Charger, PD Technology, for iPhone, Samsung, MacBook, Android Mobiles, C Type Laptops, iPad (Charge i45, Black)",1099,1999,4.0,0,RK World InfoCom Private Limited,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzkzNTAwMjE0OTg4NTU3OjE3ODUzNDY2OTg6c3BfbXRmOjMwMTAwNzQwMDUyODkzMjo6MDo6&url=%2FAmbrane-Charger-Adapter-Mobiles-Technology%2Fdp%2FB0FY3299B2%2Fref%3Dsr_1_23_sspa%3Fkeywords%3DRKWI%2Bcharger%26qid%3D1785346697%26sr%3D8-23-spons%26aref%3D80CckeyvRx%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=80CckeyvRx&sp_cr=ZAZ
